sample interval	  ECG I	iltered
           3743	 -0.125	 -0.045
           3744	 -0.105	 -0.045
           3745	 -0.105	 -0.040
           3746	 -0.095	 -0.040
           3747	 -0.095	 -0.035
           3748	 -0.110	 -0.035
           3749	 -0.105	 -0.035
           3750	 -0.105	 -0.035
           3751	 -0.115	 -0.035
           3752	 -0.135	 -0.035
           3753	 -0.145	 -0.040
           3754	 -0.115	 -0.040
           3755	 -0.100	 -0.045
           3756	 -0.110	 -0.045
           3757	 -0.095	 -0.050
           3758	 -0.095	 -0.050
           3759	 -0.110	 -0.050
           3760	 -0.115	 -0.050
           3761	 -0.120	 -0.050
           3762	 -0.130	 -0.050
           3763	 -0.140	 -0.050
           3764	 -0.125	 -0.050
           3765	 -0.115	 -0.050
           3766	 -0.100	 -0.050
           3767	 -0.100	 -0.050
           3768	 -0.110	 -0.050
           3769	 -0.105	 -0.050
           3770	 -0.105	 -0.055
           3771	 -0.100	 -0.055
           3772	 -0.125	 -0.050
           3773	 -0.105	 -0.045
           3774	 -0.080	 -0.040
           3775	 -0.080	 -0.035
           3776	 -0.060	 -0.025
           3777	 -0.065	 -0.015
           3778	 -0.065	 -0.010
           3779	 -0.080	 -0.005
           3780	 -0.095	 -0.005
           3781	 -0.100	 -0.010
           3782	 -0.110	 -0.010
           3783	 -0.105	 -0.015
           3784	 -0.075	 -0.020
           3785	 -0.050	 -0.025
           3786	 -0.050	 -0.030
           3787	 -0.045	 -0.025
           3788	 -0.050	 -0.020
           3789	 -0.065	 -0.015
           3790	 -0.070	 -0.005
           3791	 -0.055	  0.005
           3792	 -0.065	  0.010
           3793	 -0.055	  0.020
           3794	 -0.060	  0.020
           3795	 -0.040	  0.025
           3796	 -0.035	  0.025
           3797	 -0.030	  0.020
           3798	 -0.045	  0.020
           3799	 -0.060	  0.015
           3800	 -0.065	  0.015
           3801	 -0.065	  0.015
           3802	 -0.075	  0.010
           3803	 -0.075	  0.010
           3804	 -0.075	  0.005
           3805	 -0.075	  0.000
           3806	 -0.050	 -0.010
           3807	 -0.070	 -0.020
           3808	 -0.095	 -0.030
           3809	 -0.095	 -0.040
           3810	 -0.110	 -0.050
           3811	 -0.115	 -0.055
           3812	 -0.135	 -0.060
           3813	 -0.110	 -0.060
           3814	 -0.105	 -0.060
           3815	 -0.115	 -0.060
           3816	 -0.105	 -0.055
           3817	 -0.100	 -0.055
           3818	 -0.105	 -0.055
           3819	 -0.115	 -0.055
           3820	 -0.135	 -0.055
           3821	 -0.140	 -0.055
           3822	 -0.130	 -0.060
           3823	 -0.130	 -0.060
           3824	 -0.120	 -0.060
           3825	 -0.115	 -0.060
           3826	 -0.100	 -0.060
           3827	 -0.095	 -0.060
           3828	 -0.105	 -0.060
           3829	 -0.120	 -0.060
           3830	 -0.120	 -0.060
           3831	 -0.120	 -0.065
           3832	 -0.150	 -0.070
           3833	 -0.130	 -0.070
           3834	 -0.120	 -0.075
           3835	 -0.115	 -0.075
           3836	 -0.135	 -0.080
           3837	 -0.120	 -0.075
           3838	 -0.110	 -0.075
           3839	 -0.110	 -0.070
           3840	 -0.115	 -0.070
           3841	 -0.130	 -0.065
           3842	 -0.135	 -0.065
           3843	 -0.135	 -0.065
           3844	 -0.125	 -0.065
           3845	 -0.105	 -0.065
           3846	 -0.110	 -0.065
           3847	 -0.110	 -0.065
           3848	 -0.135	 -0.065
           3849	 -0.135	 -0.070
           3850	 -0.150	 -0.070
           3851	 -0.160	 -0.080
           3852	 -0.160	 -0.085
           3853	 -0.145	 -0.095
           3854	 -0.150	 -0.100
           3855	 -0.170	 -0.105
           3856	 -0.150	 -0.105
           3857	 -0.135	 -0.100
           3858	 -0.115	 -0.085
           3859	 -0.080	 -0.055
           3860	 -0.040	 -0.020
           3861	  0.000	  0.030
           3862	  0.030	  0.090
           3863	  0.095	  0.150
           3864	  0.155	  0.220
           3865	  0.240	  0.290
           3866	  0.345	  0.355
           3867	  0.415	  0.415
           3868	  0.500	  0.460
           3869	  0.485	  0.490
           3870	  0.465	  0.495
           3871	  0.395	  0.485
           3872	  0.350	  0.445
           3873	  0.285	  0.385
           3874	  0.240	  0.305
           3875	  0.175	  0.215
           3876	  0.085	  0.120
           3877	 -0.025	  0.030
           3878	 -0.135	 -0.050
           3879	 -0.220	 -0.110
           3880	 -0.225	 -0.150
           3881	 -0.205	 -0.165
           3882	 -0.180	 -0.160
           3883	 -0.150	 -0.145
           3884	 -0.135	 -0.120
           3885	 -0.110	 -0.090
           3886	 -0.095	 -0.070
           3887	 -0.085	 -0.055
           3888	 -0.075	 -0.045
           3889	 -0.095	 -0.050
           3890	 -0.105	 -0.055
           3891	 -0.125	 -0.060
           3892	 -0.120	 -0.065
           3893	 -0.120	 -0.065
           3894	 -0.110	 -0.060
           3895	 -0.095	 -0.055
           3896	 -0.080	 -0.045
           3897	 -0.075	 -0.040
           3898	 -0.085	 -0.035
           3899	 -0.100	 -0.040
           3900	 -0.120	 -0.045
           3901	 -0.125	 -0.055
           3902	 -0.110	 -0.065
           3903	 -0.120	 -0.070
           3904	 -0.115	 -0.080
           3905	 -0.100	 -0.080
           3906	 -0.090	 -0.080
           3907	 -0.085	 -0.075
           3908	 -0.100	 -0.065
           3909	 -0.100	 -0.060
           3910	 -0.090	 -0.050
           3911	 -0.095	 -0.045
           3912	 -0.085	 -0.045
           3913	 -0.090	 -0.040
           3914	 -0.090	 -0.045
           3915	 -0.085	 -0.045
           3916	 -0.065	 -0.045
           3917	 -0.075	 -0.045
           3918	 -0.080	 -0.045
           3919	 -0.075	 -0.045
           3920	 -0.080	 -0.040
           3921	 -0.100	 -0.035
           3922	 -0.090	 -0.035
           3923	 -0.070	 -0.030
           3924	 -0.055	 -0.030
           3925	 -0.065	 -0.030
           3926	 -0.065	 -0.030
           3927	 -0.060	 -0.025
           3928	 -0.035	 -0.015
           3929	 -0.025	 -0.005
           3930	 -0.015	  0.005
           3931	  0.000	  0.020
           3932	  0.015	  0.035
           3933	  0.040	  0.050
           3934	  0.040	  0.070
           3935	  0.075	  0.080
           3936	  0.085	  0.090
           3937	  0.085	  0.100
           3938	  0.090	  0.110
           3939	  0.095	  0.115
           3940	  0.070	  0.125
           3941	  0.080	  0.130
           3942	  0.100	  0.135
           3943	  0.100	  0.140
           3944	  0.120	  0.145
           3945	  0.135	  0.145
           3946	  0.145	  0.150
           3947	  0.125	  0.150
           3948	  0.135	  0.155
           3949	  0.130	  0.160
           3950	  0.115	  0.170
           3951	  0.135	  0.175
           3952	  0.145	  0.185
           3953	  0.180	  0.195
           3954	  0.190	  0.205
           3955	  0.175	  0.210
           3956	  0.185	  0.215
           3957	  0.190	  0.220
           3958	  0.180	  0.220
           3959	  0.185	  0.215
           3960	  0.180	  0.215
           3961	  0.185	  0.215
           3962	  0.195	  0.220
           3963	  0.215	  0.225
           3964	  0.210	  0.235
           3965	  0.220	  0.245
           3966	  0.250	  0.260
           3967	  0.255	  0.270
           3968	  0.250	  0.280
           3969	  0.260	  0.290
           3970	  0.245	  0.300
           3971	  0.260	  0.305
           3972	  0.260	  0.310
           3973	  0.285	  0.310
           3974	  0.275	  0.315
           3975	  0.305	  0.315
           3976	  0.305	  0.320
           3977	  0.295	  0.320
           3978	  0.290	  0.325
           3979	  0.270	  0.325
           3980	  0.275	  0.325
           3981	  0.280	  0.325
           3982	  0.285	  0.325
           3983	  0.295	  0.320
           3984	  0.320	  0.320
           3985	  0.290	  0.320
           3986	  0.320	  0.320
           3987	  0.305	  0.320
           3988	  0.300	  0.325
           3989	  0.280	  0.325
           3990	  0.260	  0.325
           3991	  0.270	  0.325
           3992	  0.260	  0.320
           3993	  0.270	  0.315
           3994	  0.270	  0.310
           3995	  0.265	  0.300
           3996	  0.265	  0.290
           3997	  0.240	  0.275
           3998	  0.215	  0.265
           3999	  0.225	  0.255
           4000	  0.210	  0.245
           4001	  0.180	  0.235
           4002	  0.175	  0.230
           4003	  0.170	  0.220
           4004	  0.170	  0.210
           4005	  0.185	  0.200
           4006	  0.160	  0.190
           4007	  0.145	  0.180
           4008	  0.125	  0.170
           4009	  0.115	  0.160
           4010	  0.100	  0.155
           4011	  0.110	  0.150
           4012	  0.105	  0.145
           4013	  0.100	  0.140
           4014	  0.130	  0.135
           4015	  0.110	  0.130
           4016	  0.105	  0.130
           4017	  0.085	  0.125
           4018	  0.070	  0.120
           4019	  0.065	  0.115
           4020	  0.065	  0.115
           4021	  0.060	  0.110
           4022	  0.075	  0.110
           4023	  0.075	  0.110
           4024	  0.070	  0.105
           4025	  0.065	  0.105
           4026	  0.065	  0.105
           4027	  0.060	  0.100
           4028	  0.045	  0.095
           4029	  0.035	  0.090
           4030	  0.035	  0.080
           4031	  0.020	  0.075
           4032	  0.035	  0.070
           4033	  0.050	  0.065
           4034	  0.050	  0.065
           4035	  0.070	  0.065
           4036	  0.070	  0.070
           4037	  0.050	  0.075
           4038	  0.050	  0.080
           4039	  0.040	  0.085
           4040	  0.030	  0.085
           4041	  0.035	  0.085
           4042	  0.050	  0.080
           4043	  0.050	  0.075
           4044	  0.070	  0.070
           4045	  0.080	  0.065
           4046	  0.055	  0.060
           4047	  0.045	  0.060
           4048	  0.040	  0.060
           4049	  0.030	  0.060
           4050	  0.040	  0.065
           4051	  0.020	  0.065
           4052	  0.040	  0.065
           4053	  0.050	  0.065
           4054	  0.050	  0.065
           4055	  0.060	  0.065
           4056	  0.045	  0.065
           4057	  0.035	  0.060
           4058	  0.035	  0.060
           4059	  0.025	  0.060
           4060	  0.025	  0.060
           4061	  0.030	  0.060
           4062	  0.040	  0.060
           4063	  0.050	  0.060
           4064	  0.055	  0.060
           4065	  0.065	  0.055
           4066	  0.050	  0.055
           4067	  0.045	  0.055
           4068	  0.030	  0.055
           4069	  0.020	  0.050
           4070	  0.015	  0.050
           4071	  0.010	  0.050
           4072	  0.015	  0.050
           4073	  0.030	  0.050
           4074	  0.040	  0.050
           4075	  0.050	  0.045
           4076	  0.040	  0.045
           4077	  0.025	  0.045
           4078	  0.020	  0.040
           4079	  0.005	  0.040
           4080	  0.010	  0.040
           4081	  0.010	  0.040
           4082	  0.030	  0.040
           4083	  0.035	  0.040
           4084	  0.045	  0.040
           4085	  0.035	  0.040
           4086	  0.035	  0.035
           4087	  0.015	  0.035
           4088	  0.010	  0.030
           4089	  0.000	  0.030
           4090	 -0.010	  0.025
           4091	 -0.005	  0.020
           4092	  0.015	  0.020
           4093	  0.015	  0.015
           4094	  0.010	  0.015
           4095	  0.025	  0.020
           4096	  0.015	  0.020
           4097	  0.005	  0.020
           4098	 -0.015	  0.025
           4099	  0.010	  0.025
           4100	  0.005	  0.025
           4101	 -0.005	  0.025
           4102	  0.005	  0.020
           4103	  0.010	  0.015
           4104	  0.020	  0.010
           4105	  0.000	  0.005
           4106	  0.010	  0.000
           4107	 -0.015	 -0.005
           4108	 -0.040	 -0.005
           4109	 -0.045	 -0.010
           4110	 -0.050	 -0.010
           4111	 -0.030	 -0.010
           4112	 -0.015	 -0.005
           4113	 -0.005	 -0.005
           4114	  0.010	 -0.005
           4115	 -0.030	 -0.005
           4116	  0.000	 -0.005
           4117	 -0.010	 -0.005
           4118	 -0.010	 -0.010
           4119	 -0.030	 -0.010
           4120	 -0.025	 -0.010
           4121	 -0.040	 -0.015
           4122	 -0.035	 -0.015
           4123	 -0.010	 -0.020
           4124	 -0.005	 -0.020
           4125	 -0.020	 -0.020
           4126	 -0.030	 -0.020
           4127	 -0.040	 -0.020
           4128	 -0.030	 -0.020
           4129	 -0.045	 -0.015
           4130	 -0.060	 -0.015
           4131	 -0.020	 -0.015
           4132	  0.000	 -0.015
           4133	 -0.025	 -0.015
           4134	 -0.020	 -0.020
           4135	  0.015	 -0.020
           4136	 -0.035	 -0.020
           4137	 -0.040	 -0.025
           4138	 -0.060	 -0.030
           4139	 -0.050	 -0.030
           4140	 -0.035	 -0.035
           4141	 -0.050	 -0.040
           4142	 -0.035	 -0.045
           4143	 -0.050	 -0.050
           4144	 -0.040	 -0.050
           4145	 -0.030	 -0.050
           4146	 -0.030	 -0.045
           4147	 -0.050	 -0.040
           4148	 -0.045	 -0.035
           4149	 -0.060	 -0.030
           4150	 -0.080	 -0.025
           4151	 -0.045	 -0.025
           4152	 -0.040	 -0.025
           4153	 -0.045	 -0.030
           4154	 -0.040	 -0.040
           4155	 -0.030	 -0.050
           4156	 -0.065	 -0.060
           4157	 -0.065	 -0.065
           4158	 -0.055	 -0.070
           4159	 -0.070	 -0.075
           4160	 -0.075	 -0.070
           4161	 -0.070	 -0.065
           4162	 -0.055	 -0.060
           4163	 -0.055	 -0.050
           4164	 -0.060	 -0.045
           4165	 -0.050	 -0.045
           4166	 -0.065	 -0.045
           4167	 -0.075	 -0.045
           4168	 -0.075	 -0.050
           4169	 -0.085	 -0.055
           4170	 -0.095	 -0.060
           4171	 -0.080	 -0.065
           4172	 -0.070	 -0.070
           4173	 -0.070	 -0.075
           4174	 -0.065	 -0.080
           4175	 -0.075	 -0.080
           4176	 -0.075	 -0.085
           4177	 -0.080	 -0.085
           4178	 -0.075	 -0.085
           4179	 -0.100	 -0.085
           4180	 -0.085	 -0.085
           4181	 -0.080	 -0.085
           4182	 -0.075	 -0.085
           4183	 -0.055	 -0.080
           4184	 -0.060	 -0.075
           4185	 -0.080	 -0.070
           4186	 -0.090	 -0.070
           4187	 -0.105	 -0.065
           4188	 -0.110	 -0.065
           4189	 -0.110	 -0.070
           4190	 -0.100	 -0.070
           4191	 -0.075	 -0.070
           4192	 -0.065	 -0.070
           4193	 -0.055	 -0.070
           4194	 -0.050	 -0.070
           4195	 -0.055	 -0.065
           4196	 -0.075	 -0.060
           4197	 -0.065	 -0.055
           4198	 -0.060	 -0.050
           4199	 -0.065	 -0.045
           4200	 -0.055	 -0.040
           4201	 -0.040	 -0.040
           4202	 -0.045	 -0.045
           4203	 -0.040	 -0.050
           4204	 -0.045	 -0.055
           4205	 -0.050	 -0.060
           4206	 -0.070	 -0.065
           4207	 -0.080	 -0.070
           4208	 -0.080	 -0.070
           4209	 -0.065	 -0.065
           4210	 -0.025	 -0.060
           4211	 -0.030	 -0.055
           4212	 -0.030	 -0.045
           4213	 -0.030	 -0.030
           4214	  0.000	 -0.020
           4215	 -0.010	 -0.015
           4216	 -0.020	 -0.005
           4217	 -0.035	 -0.005
           4218	 -0.040	 -0.005
           4219	 -0.045	 -0.010
           4220	 -0.040	 -0.015
           4221	 -0.025	 -0.020
           4222	 -0.030	 -0.030
           4223	 -0.030	 -0.035
           4224	 -0.025	 -0.040
           4225	 -0.005	 -0.045
           4226	 -0.035	 -0.045
           4227	 -0.045	 -0.045
           4228	 -0.065	 -0.045
           4229	 -0.100	 -0.050
           4230	 -0.085	 -0.050
           4231	 -0.080	 -0.055
           4232	 -0.080	 -0.060
           4233	 -0.080	 -0.065
           4234	 -0.080	 -0.075
           4235	 -0.090	 -0.085
           4236	 -0.100	 -0.090
           4237	 -0.115	 -0.100
           4238	 -0.120	 -0.105
           4239	 -0.135	 -0.105
           4240	 -0.130	 -0.110
           4241	 -0.105	 -0.110
           4242	 -0.115	 -0.110
           4243	 -0.100	 -0.110
           4244	 -0.105	 -0.110
           4245	 -0.095	 -0.110
           4246	 -0.100	 -0.105
           4247	 -0.120	 -0.105
           4248	 -0.130	 -0.105
           4249	 -0.135	 -0.100
           4250	 -0.120	 -0.100
           4251	 -0.115	 -0.100
           4252	 -0.105	 -0.105
           4253	 -0.105	 -0.105
           4254	 -0.105	 -0.110
           4255	 -0.120	 -0.115
           4256	 -0.140	 -0.125
           4257	 -0.135	 -0.130
           4258	 -0.130	 -0.130
           4259	 -0.145	 -0.130
           4260	 -0.130	 -0.130
           4261	 -0.110	 -0.130
           4262	 -0.110	 -0.125
           4263	 -0.130	 -0.120
           4264	 -0.115	 -0.115
           4265	 -0.110	 -0.110
           4266	 -0.125	 -0.110
           4267	 -0.140	 -0.110
           4268	 -0.140	 -0.110
           4269	 -0.160	 -0.115
           4270	 -0.130	 -0.120
           4271	 -0.125	 -0.125
           4272	 -0.130	 -0.130
           4273	 -0.150	 -0.130
           4274	 -0.120	 -0.135
           4275	 -0.145	 -0.140
           4276	 -0.160	 -0.140
           4277	 -0.175	 -0.145
           4278	 -0.160	 -0.145
           4279	 -0.195	 -0.145
           4280	 -0.185	 -0.140
           4281	 -0.140	 -0.130
           4282	 -0.090	 -0.115
           4283	 -0.045	 -0.085
           4284	  0.010	 -0.045
           4285	  0.050	  0.005
           4286	  0.070	  0.070
           4287	  0.120	  0.145
           4288	  0.190	  0.225
           4289	  0.280	  0.305
           4290	  0.390	  0.380
           4291	  0.505	  0.440
           4292	  0.520	  0.475
           4293	  0.510	  0.490
           4294	  0.470	  0.475
           4295	  0.385	  0.430
           4296	  0.330	  0.360
           4297	  0.250	  0.275
           4298	  0.155	  0.175
           4299	  0.060	  0.080
           4300	 -0.060	 -0.015
           4301	 -0.135	 -0.090
           4302	 -0.205	 -0.150
           4303	 -0.220	 -0.185
           4304	 -0.205	 -0.205
           4305	 -0.210	 -0.205
           4306	 -0.195	 -0.195
           4307	 -0.165	 -0.175
           4308	 -0.145	 -0.155
           4309	 -0.130	 -0.140
           4310	 -0.130	 -0.125
           4311	 -0.110	 -0.115
           4312	 -0.090	 -0.110
           4313	 -0.095	 -0.105
           4314	 -0.105	 -0.100
           4315	 -0.115	 -0.100
           4316	 -0.115	 -0.100
           4317	 -0.115	 -0.095
           4318	 -0.115	 -0.095
           4319	 -0.110	 -0.095
           4320	 -0.110	 -0.095
           4321	 -0.080	 -0.095
           4322	 -0.120	 -0.100
           4323	 -0.100	 -0.100
           4324	 -0.080	 -0.105
           4325	 -0.110	 -0.105
           4326	 -0.145	 -0.105
           4327	 -0.125	 -0.105
           4328	 -0.130	 -0.100
           4329	 -0.115	 -0.090
           4330	 -0.110	 -0.085
           4331	 -0.080	 -0.075
           4332	 -0.065	 -0.070
           4333	 -0.070	 -0.065
           4334	 -0.080	 -0.060
           4335	 -0.095	 -0.060
           4336	 -0.100	 -0.065
           4337	 -0.095	 -0.065
           4338	 -0.115	 -0.070
           4339	 -0.110	 -0.075
           4340	 -0.085	 -0.080
           4341	 -0.090	 -0.080
           4342	 -0.065	 -0.075
           4343	 -0.040	 -0.070
           4344	 -0.065	 -0.065
           4345	 -0.045	 -0.060
           4346	 -0.080	 -0.050
           4347	 -0.065	 -0.045
           4348	 -0.100	 -0.040
           4349	 -0.105	 -0.040
           4350	 -0.095	 -0.040
           4351	 -0.080	 -0.045
           4352	 -0.070	 -0.050
           4353	 -0.060	 -0.055
           4354	 -0.080	 -0.060
           4355	 -0.080	 -0.065
           4356	 -0.075	 -0.065
           4357	 -0.055	 -0.065
           4358	 -0.095	 -0.065
           4359	 -0.075	 -0.060
           4360	 -0.055	 -0.055
           4361	 -0.035	 -0.050
           4362	 -0.030	 -0.050
           4363	 -0.030	 -0.045
           4364	 -0.035	 -0.045
           4365	 -0.045	 -0.045
           4366	 -0.040	 -0.045
           4367	 -0.045	 -0.040
           4368	 -0.045	 -0.035
           4369	 -0.045	 -0.035
           4370	 -0.035	 -0.025
           4371	 -0.015	 -0.020
           4372	  0.000	 -0.015
           4373	  0.005	 -0.010
           4374	  0.000	 -0.005
           4375	 -0.015	 -0.005
           4376	 -0.020	  0.000
           4377	 -0.025	  0.000
           4378	 -0.015	  0.005
           4379	  0.000	  0.010
           4380	 -0.010	  0.015
           4381	  0.020	  0.020
           4382	  0.030	  0.025
           4383	  0.050	  0.030
           4384	  0.055	  0.035
           4385	  0.045	  0.040
           4386	  0.040	  0.040
           4387	  0.030	  0.045
           4388	  0.030	  0.045
           4389	  0.035	  0.055
           4390	  0.055	  0.060
           4391	  0.065	  0.070
           4392	  0.085	  0.085
           4393	  0.130	  0.100
           4394	  0.100	  0.110
           4395	  0.075	  0.120
           4396	  0.090	  0.130
           4397	  0.090	  0.135
           4398	  0.095	  0.135
           4399	  0.095	  0.135
           4400	  0.110	  0.130
           4401	  0.120	  0.130
           4402	  0.130	  0.130
           4403	  0.150	  0.130
           4404	  0.135	  0.135
           4405	  0.100	  0.140
           4406	  0.100	  0.145
           4407	  0.115	  0.150
           4408	  0.095	  0.150
           4409	  0.115	  0.145
           4410	  0.125	  0.140
           4411	  0.110	  0.135
           4412	  0.125	  0.130
           4413	  0.115	  0.125
           4414	  0.105	  0.125
           4415	  0.090	  0.120
           4416	  0.085	  0.120
           4417	  0.070	  0.120
           4418	  0.060	  0.120
           4419	  0.060	  0.115
           4420	  0.050	  0.105
           4421	  0.095	  0.095
           4422	  0.045	  0.080
           4423	  0.040	  0.065
           4424	  0.030	  0.050
           4425	 -0.005	  0.035
           4426	 -0.015	  0.025
           4427	 -0.010	  0.015
           4428	 -0.035	  0.005
           4429	 -0.040	  0.000
           4430	 -0.030	 -0.005
           4431	 -0.040	 -0.010
           4432	 -0.050	 -0.015
           4433	 -0.040	 -0.020
           4434	 -0.060	 -0.030
           4435	 -0.100	 -0.035
           4436	 -0.105	 -0.040
           4437	 -0.105	 -0.045
           4438	 -0.115	 -0.055
           4439	 -0.095	 -0.060
           4440	 -0.090	 -0.065
           4441	 -0.065	 -0.075
           4442	 -0.085	 -0.080
           4443	 -0.090	 -0.085
           4444	 -0.115	 -0.090
           4445	 -0.135	 -0.090
           4446	 -0.135	 -0.090
           4447	 -0.115	 -0.090
           4448	 -0.125	 -0.090
           4449	 -0.125	 -0.085
           4450	 -0.120	 -0.085
           4451	 -0.110	 -0.085
           4452	 -0.095	 -0.090
           4453	 -0.100	 -0.090
           4454	 -0.115	 -0.095
           4455	 -0.125	 -0.100
           4456	 -0.140	 -0.105
           4457	 -0.145	 -0.105
           4458	 -0.140	 -0.110
           4459	 -0.120	 -0.105
           4460	 -0.115	 -0.105
           4461	 -0.105	 -0.100
           4462	 -0.105	 -0.090
           4463	 -0.100	 -0.085
           4464	 -0.115	 -0.080
           4465	 -0.120	 -0.080
           4466	 -0.135	 -0.080
           4467	 -0.140	 -0.085
           4468	 -0.140	 -0.085
           4469	 -0.125	 -0.090
           4470	 -0.105	 -0.095
           4471	 -0.110	 -0.100
           4472	 -0.100	 -0.100
           4473	 -0.105	 -0.095
           4474	 -0.100	 -0.090
           4475	 -0.105	 -0.085
           4476	 -0.110	 -0.080
           4477	 -0.125	 -0.070
           4478	 -0.140	 -0.065
           4479	 -0.125	 -0.065
           4480	 -0.115	 -0.065
           4481	 -0.135	 -0.070
           4482	 -0.105	 -0.080
           4483	 -0.110	 -0.085
           4484	 -0.120	 -0.095
           4485	 -0.125	 -0.100
           4486	 -0.125	 -0.105
           4487	 -0.125	 -0.105
           4488	 -0.120	 -0.105
           4489	 -0.125	 -0.100
           4490	 -0.110	 -0.090
           4491	 -0.095	 -0.085
           4492	 -0.090	 -0.075
           4493	 -0.095	 -0.070
           4494	 -0.105	 -0.065
           4495	 -0.110	 -0.065
           4496	 -0.100	 -0.065
           4497	 -0.120	 -0.070
           4498	 -0.130	 -0.070
           4499	 -0.125	 -0.070
           4500	 -0.105	 -0.075
           4501	 -0.105	 -0.075
           4502	 -0.095	 -0.075
           4503	 -0.105	 -0.080
           4504	 -0.110	 -0.080
           4505	 -0.100	 -0.080
           4506	 -0.130	 -0.080
           4507	 -0.135	 -0.080
           4508	 -0.125	 -0.080
           4509	 -0.110	 -0.080
           4510	 -0.110	 -0.080
           4511	 -0.095	 -0.075
           4512	 -0.090	 -0.070
           4513	 -0.080	 -0.065
           4514	 -0.085	 -0.065
           4515	 -0.095	 -0.060
           4516	 -0.120	 -0.055
           4517	 -0.120	 -0.055
           4518	 -0.130	 -0.055
           4519	 -0.115	 -0.055
           4520	 -0.120	 -0.055
           4521	 -0.100	 -0.055
           4522	 -0.090	 -0.055
           4523	 -0.095	 -0.055
           4524	 -0.110	 -0.055
           4525	 -0.120	 -0.050
           4526	 -0.120	 -0.050
           4527	 -0.120	 -0.050
           4528	 -0.120	 -0.055
           4529	 -0.110	 -0.055
           4530	 -0.110	 -0.055
           4531	 -0.100	 -0.060
           4532	 -0.100	 -0.060
           4533	 -0.110	 -0.065
           4534	 -0.120	 -0.065
           4535	 -0.125	 -0.070
           4536	 -0.120	 -0.075
           4537	 -0.130	 -0.075
           4538	 -0.135	 -0.080
           4539	 -0.125	 -0.085
           4540	 -0.115	 -0.085
           4541	 -0.105	 -0.090
           4542	 -0.095	 -0.090
           4543	 -0.125	 -0.090
           4544	 -0.130	 -0.090
           4545	 -0.135	 -0.085
           4546	 -0.135	 -0.085
           4547	 -0.145	 -0.080
           4548	 -0.125	 -0.080
           4549	 -0.115	 -0.080
           4550	 -0.130	 -0.080
           4551	 -0.115	 -0.075
           4552	 -0.115	 -0.075
           4553	 -0.110	 -0.075
           4554	 -0.125	 -0.070
           4555	 -0.125	 -0.070
           4556	 -0.135	 -0.065
           4557	 -0.130	 -0.065
           4558	 -0.125	 -0.065
           4559	 -0.125	 -0.065
           4560	 -0.130	 -0.070
           4561	 -0.125	 -0.070
           4562	 -0.120	 -0.075
           4563	 -0.140	 -0.080
           4564	 -0.140	 -0.080
           4565	 -0.140	 -0.080
           4566	 -0.145	 -0.080
           4567	 -0.160	 -0.080
           4568	 -0.140	 -0.080
           4569	 -0.130	 -0.080
           4570	 -0.120	 -0.075
           4571	 -0.115	 -0.075
           4572	 -0.110	 -0.070
           4573	 -0.130	 -0.070
           4574	 -0.140	 -0.070
           4575	 -0.140	 -0.070
           4576	 -0.150	 -0.070
           4577	 -0.155	 -0.070
           4578	 -0.135	 -0.070
           4579	 -0.125	 -0.075
           4580	 -0.110	 -0.075
           4581	 -0.100	 -0.075
           4582	 -0.100	 -0.075
           4583	 -0.130	 -0.075
           4584	 -0.125	 -0.070
           4585	 -0.140	 -0.070
           4586	 -0.150	 -0.070
           4587	 -0.150	 -0.070
           4588	 -0.130	 -0.070
           4589	 -0.120	 -0.070
           4590	 -0.130	 -0.070
           4591	 -0.105	 -0.075
           4592	 -0.125	 -0.075
           4593	 -0.140	 -0.075
           4594	 -0.145	 -0.080
           4595	 -0.135	 -0.075
           4596	 -0.140	 -0.075
           4597	 -0.160	 -0.075
           4598	 -0.125	 -0.075
           4599	 -0.130	 -0.075
           4600	 -0.140	 -0.075
           4601	 -0.135	 -0.075
           4602	 -0.140	 -0.075
           4603	 -0.150	 -0.080
           4604	 -0.135	 -0.080
           4605	 -0.145	 -0.080
           4606	 -0.150	 -0.080
           4607	 -0.150	 -0.080
           4608	 -0.130	 -0.075
           4609	 -0.120	 -0.075
           4610	 -0.110	 -0.070
           4611	 -0.100	 -0.065
           4612	 -0.110	 -0.065
           4613	 -0.105	 -0.060
           4614	 -0.110	 -0.055
           4615	 -0.105	 -0.050
           4616	 -0.115	 -0.050
           4617	 -0.110	 -0.045
           4618	 -0.120	 -0.045
           4619	 -0.100	 -0.045
           4620	 -0.110	 -0.045
           4621	 -0.085	 -0.040
           4622	 -0.105	 -0.040
           4623	 -0.100	 -0.040
           4624	 -0.100	 -0.040
           4625	 -0.095	 -0.035
           4626	 -0.085	 -0.030
           4627	 -0.085	 -0.025
           4628	 -0.080	 -0.020
           4629	 -0.060	 -0.010
           4630	 -0.060	 -0.005
           4631	 -0.045	  0.005
           4632	 -0.060	  0.010
           4633	 -0.070	  0.015
           4634	 -0.060	  0.015
           4635	 -0.070	  0.020
           4636	 -0.070	  0.015
           4637	 -0.065	  0.010
           4638	 -0.075	  0.005
           4639	 -0.085	 -0.005
           4640	 -0.070	 -0.015
           4641	 -0.090	 -0.025
           4642	 -0.100	 -0.035
           4643	 -0.100	 -0.040
           4644	 -0.115	 -0.045
           4645	 -0.125	 -0.045
           4646	 -0.140	 -0.045
           4647	 -0.130	 -0.045
           4648	 -0.125	 -0.045
           4649	 -0.125	 -0.045
           4650	 -0.135	 -0.050
